,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
0,"Frozenbyte, Inc.","Action, Platformer, 2D",Trine 2,"Android,Linux,Macintosh,PC,PlayStation 3,PlayStation 4,Wii U,Xbox 360","Frozenbyte, Inc., Focus Home Interactive, ATLUS, Nintendo","Dec 7, 2011","Dec 23, 2011",8.5,8.3
1,Papaya Studios,"2D, Fighting, Action",Cartoon Network: Punch Time Explosion,"3DS,PlayStation 3,Wii,Xbox 360","Deep Silver, Crave, Papaya Studios, OG International Ltd, Little Orbit","Jun 2, 2011","Dec 22, 2011",5.5,6.6
2,Papaya Studios,"Fighting, 2D, Action",Cartoon Network: Punch Time Explosion,"3DS,PlayStation 3,Wii,Xbox 360","Crave, Deep Silver, Papaya Studios, OG International Ltd, Little Orbit","Jun 2, 2011","Dec 22, 2011",5.5,6.6
3,Papaya Studios,"Action, 2D, Fighting",Cartoon Network: Punch Time Explosion,"3DS,PlayStation 3,Wii,Xbox 360","Deep Silver, Crave, Papaya Studios, Little Orbit, OG International Ltd","Jun 2, 2011","Dec 22, 2011",5.5,6.6
4,Team6 Game Studios,"Arcade, Driving/Racing",FlatOut 3: Chaos & Destruction,PC,Strategy First,"Dec 13, 2011","Dec 22, 2011",5.0,3.3
5,Toxic Games,Puzzle,Q.U.B.E.,"Android,Linux,Macintosh,PC,PlayStation 3,PlayStation 4,Wii U,Xbox One","NVIDIA, Toxic Games, Grip Games","Dec 17, 2011","Dec 22, 2011",6.5,7.3
6,"War Drum Studios, Rockstar North, DMA Design, Rockstar Vienna","Action, Adventure",Grand Theft Auto III,"Android,iOS (iPhone/iPad),Macintosh,PC,PlayStation 2,PlayStation 4,Xbox","Rockstar Games, Capcom, ak tronic, Take-Two Interactive, SCEA","Oct 22, 2001","Dec 22, 2011",7.0,9.0
7,EKO Software,"Shooter, 2D, Action, Fixed-Screen",Wanted Corp,"PC,PlayStation 3,PlayStation Vita","EKO Software, Zoo Entertainment","Dec 6, 2011","Dec 21, 2011",5.5,5.2
8,"Sega, Sonic Team","2D, Action, Platformer",Sonic CD,"Android,iOS (iPhone/iPad),Ouya,PC,PlayStation 3,Sega CD,Windows Mobile,Xbox 360","Sega, Tec Toy","Nov 19, 1993","Dec 21, 2011",8.5,8.8
9,49Games,Sports,Winter Stars,"PlayStation 3,Wii,Xbox 360",Deep Silver,"Nov 9, 2011","Dec 21, 2011",4.5,4.6
10,Astro Port,"Action, Shoot-'Em-Up, 2D",SATAZIUS,"Linux,PC","Nyu Media, Capcom","Dec 16, 2011","Dec 19, 2011",7.0,7.5
11,SVG Distribution,Simulation,Oregon Trail,"3DS,Wii",Crave,"Dec 6, 2011","Dec 16, 2011",3.0,3.5
12,"Blue Byte, Related Designs","Real-Time, Strategy",Anno 2070,PC,"E-Frontier, Ubisoft","Nov 17, 2011","Dec 16, 2011",8.5,8.0
13,Virtual Air Guitar Company,"Action, 2D, Beat-'Em-Up",Kung-Fu High Impact,Xbox 360,"Black Bean Games, UTV Ignition Games","Nov 15, 2011","Dec 15, 2011",3.0,6.2
14,"Frontier Developments, Asobo Studio","Action, Adventure",Kinect: Disneyland Adventures,"Xbox 360,Xbox One",Microsoft Game Studios,"Nov 15, 2011","Dec 14, 2011",6.0,7.5
15,Epic Games,"3D, Action, Shooter, Third-Person",Gears of War 3,Xbox 360,Microsoft Game Studios,"Sep 20, 2011","Dec 14, 2011",7.0,9.0
16,Kerberos Productions,Strategy,Sword of the Stars II: Lords of Winter,PC,Paradox Interactive,"Oct 28, 2011","Dec 14, 2011",3.0,4.2
17,"RED Entertainment, Artdink",Role-Playing,Fossil Fighters: Champions,DS,Nintendo,"Nov 14, 2011","Dec 9, 2011 ",6.5,7.6
18,"Frozenbyte, Inc.","2D, Action, Platformer",Trine 2,"Android,Linux,Macintosh,PC,PlayStation 3,PlayStation 4,Wii U,Xbox 360","Frozenbyte, Inc., Focus Home Interactive, ATLUS, Nintendo","Dec 7, 2011","Dec 9, 2011 ",8.5,8.3
19,Croteam,"3D, Action, First-Person, Shooter",Serious Sam 3: BFE,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Devolver Digital, Mastertronic, Zoo Corporation","Apr 23, 2011","Dec 8, 2011 ",6.0,7.8
20,Yuke's,"Wrestling, Fighting, Action",WWE '12,"PlayStation 3,Wii,Xbox 360",THQ,"Nov 22, 2011","Dec 8, 2011 ",6.0,7.6
21,Prope,"Sports, Hunting/Fishing",Fishing Resort,Wii,"Bandai Namco Games, Nintendo, Xseed Games","Nov 22, 2011","Dec 8, 2011 ",6.0,7.1
22,Nicolas Intoxicate,"Survival, 3D, Action, Adventure",Afterfall: InSanity,PC,"Nicolas Intoxicate, 1C, The Games Company","Nov 25, 2011","Dec 7, 2011 ",6.0,6.1
23,Marvelous AQL,Trivia/Board Game,Fortune Street,Wii,"Nintendo, Square Enix","Dec 5, 2011","Dec 7, 2011 ",6.0,7.7
24,Behaviour Interactive,"Action, Shoot-'Em-Up, 2D",Voltron,"PlayStation 3,Xbox 360",THQ,"Nov 29, 2011","Dec 7, 2011 ",4.5,5.6
25,Image Epoch,Role-Playing,Fate/Extra,PSP,"Aksys Games, Marvelous, Ghostlight","Nov 1, 2011","Dec 5, 2011 ",6.0,7.8
26,Snap Dragon Games,"Adventure, Action",The Kore Gang,Wii,"Pixonauts, Atari SA","Nov 8, 2011","Dec 5, 2011 ",7.5,6.9
27,Sarbakan Inc.,Trivia/Board Game,Scene It? Movie Night,"PlayStation 3,Xbox 360","Sarbakan Inc., Screenlife Games","Nov 29, 2011","Dec 5, 2011 ",6.5,6.6
28,Sarbakan Inc.,Trivia/Board Game,Scene It? Movie Night,"PlayStation 3,Xbox 360","Screenlife Games, Sarbakan Inc.","Nov 29, 2011","Dec 5, 2011 ",6.5,6.6
29,"Volition Inc., Deep Silver","Action, Adventure",Saints Row: The Third,"Linux,PC,PlayStation 3,Xbox 360","Deep Silver, THQ, CyberFront, Square Enix, Koch Media","Nov 15, 2011","Dec 2, 2011 ",8.5,8.3
30,Ubisoft Montreal,"Adventure, Action",Assassin's Creed: Revelations,"PC,PlayStation 3,Xbox 360",Ubisoft,"Nov 15, 2011","Dec 1, 2011 ",8.0,8.4
31,KING Art,Adventure,The Book of Unwritten Tales,"Linux,Macintosh,PC","The Adventure Company, Tradewest, Lace Mamba Global, HMH Interactive","Oct 28, 2011","Dec 1, 2011 ",8.0,8.2
32,Chair Entertainment,"Action, Fighting, 3D",Infinity Blade II,iOS (iPhone/iPad),Epic Games,"Nov 29, 2011","Dec 1, 2011 ",9.0,8.4
33,"Retro Studios, Entertainment Analysis & Development Division","Driving/Racing, Arcade",Mario Kart 7,3DS,Nintendo,"Dec 4, 2011","Nov 30, 2011",8.0,8.5
34,"5pb, Team GrisGris, Mages.","Action, Adventure, Survival, 3D",Corpse Party,"3DS,iOS (iPhone/iPad),Linux,PC,PSP","Mages., Xseed Games, Digital Touch, 5pb, Grindhouse","Nov 22, 2011","Nov 30, 2011",7.5,8.2
35,"EA Games, Iron Monkey, Exient Entertainment, Maxis, The Sims Studio, EA Redwood Shores, Electronic Arts, EA Mobile",Simulation,The Sims 3,"3DS,Android,BlackBerry,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,Wii,Windows Mobile,Xbox 360","EA Games, EA Mobile, Electronic Arts, Maxis","May 5, 2009","Nov 30, 2011",7.5,8.1
36,The Sims Studio,Simulation,The Sims 3: Pets (2011),"3DS,PlayStation 3,Xbox 360",Electronic Arts,"Oct 18, 2011","Nov 30, 2011",6.5,7.0
37,Namco Bandai Games,"3D, Fighting, Action",Tekken Hybrid,PlayStation 3,"SCEE, Namco Bandai Games, Bandai Namco Games","Nov 22, 2011","Nov 30, 2011",5.5,6.9
38,"Feral Interactive, Rocksteady Studios, WB Games Montreal","Adventure, Action",Batman: Arkham City,"Macintosh,PC,PlayStation 3,Wii U,Xbox 360","Warner Bros. Interactive Entertainment, Feral Interactive","Oct 18, 2011","Nov 30, 2011",9.0,9.0
39,"Black Hole Games, Virtuos, Limbic Entertainment","Turn-Based, Strategy",Might & Magic: Heroes VI,PC,Ubisoft,"Oct 13, 2011","Nov 30, 2011",8.0,7.6
40,"Nicalis, Pixel Studios","Action, 2D, Platformer",Cave Story,"3DS,DS,Linux,Macintosh,Nintendo Switch,PC,Wii","NIS America, Nicalis, Nippon Ichi Software, Pikii Godo Kaisha, Asterizm Co., Ltd, Pixel Studios","Mar 22, 2010","Nov 30, 2011",8.0,8.8
41,Ubisoft,Puzzle,James Noir's Hollywood Crimes,"3DS,iOS (iPhone/iPad)",Ubisoft,"Nov 1, 2011","Nov 29, 2011",7.0,7.1
42,Rampant Games,"Strategy, Turn-Based",Frayed Knights: The Skull of S'makh-Daon,PC,Rampant Games,"Sep 29, 2011","Nov 29, 2011",6.0,7.1
43,"Notch, 4J Studios, Mojang AB","3D, Adventure, First-Person, Open-World",Minecraft,"3DS,Linux,Macintosh,Nintendo Switch,Online/Browser,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U,Xbox 360,Xbox One","Mojang AB, SCEE, SCEA, SCE Australia, SCEJ, SCEI, Microsoft Game Studios","May 10, 2009","Nov 29, 2011",8.5,8.6
44,FireFly Studios,"Real-Time, Strategy",Stronghold 3,PC,"7sixty, SouthPeak Games, Zoo Corporation","Oct 24, 2011","Nov 28, 2011",4.5,4.0
45,"Traveller's Tales, Warner Bros. Interactive Entertainment","Adventure, Action",LEGO Harry Potter: Years 5-7,"3DS,Android,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,PlayStation Vita,PSP,Wii,Xbox 360","Warner Bros. Interactive Entertainment, Feral Interactive","Nov 11, 2011","Nov 28, 2011",8.0,7.7
46,"Traveller's Tales, Warner Bros. Interactive Entertainment","Adventure, Action",LEGO Harry Potter: Years 5-7,"3DS,Android,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,PlayStation Vita,PSP,Wii,Xbox 360","Warner Bros. Interactive Entertainment, Feral Interactive","Nov 11, 2011","Nov 28, 2011",8.0,7.7
47,Sega Sports R&D,Sports,Mario & Sonic at the London 2012 Olympic Games,"3DS,Wii","Sega, Nintendo","Nov 15, 2011","Nov 28, 2011",7.0,7.2
48,"Bandai Namco Games, Namco","Role-Playing, Action",Tales of the Abyss,"3DS,PlayStation 2","Namco Bandai Games, Bandai Namco Games, Namco","Oct 10, 2006","Nov 28, 2011",7.0,8.9
49,WXP,"Action, First-Person, Shooter, 3D",Xotic,"PC,Xbox 360","WXP, Valcon Games","Sep 16, 2011","Nov 28, 2011",6.5,5.2
50,WXP,"Shooter, 3D, Action, First-Person",Xotic,"PC,Xbox 360","WXP, Valcon Games","Sep 16, 2011","Nov 28, 2011",6.0,5.2
51,SNK Playmore,"2D, Action, Fighting",The King of Fighters XIII,"Arcade Games,PC,PlayStation 3,Xbox 360","SNK Playmore, Rising Star Games, ATLUS","Nov 22, 2011","Nov 23, 2011",8.5,8.4
52,SNK Playmore,"2D, Action, Fighting",The King of Fighters XIII,"Arcade Games,PC,PlayStation 3,Xbox 360","SNK Playmore, Rising Star Games, ATLUS","Nov 22, 2011","Nov 23, 2011",8.5,8.4
53,"Virtuos, Rockstar Leeds, Team Bondi","Adventure, 3D, Third-Person",L.A. Noire,"Nintendo Switch,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Rockstar Games, 2K Games","May 17, 2011","Nov 23, 2011",9.0,8.5
54,"X.D. Network Inc., Freebird Games",Adventure,To the Moon,"Android,iOS (iPhone/iPad),Linux,Macintosh,PC","X.D. Network Inc., Freebird Games, Lace Mamba Global","Nov 1, 2011","Nov 22, 2011",8.0,8.6
55,Iridium Studios,Music/Rhythm,Before the Echo,"Linux,Macintosh,PC,Xbox 360",Iridium Studios,"May 5, 2011","Nov 22, 2011",5.0,6.5
56,Zindagi Games,"Adventure, Action",Medieval Moves: Deadmund's Quest,PlayStation 3,"SCE Australia, SCEI, SCEE, SCEA","Nov 15, 2011","Nov 22, 2011",5.0,6.3
57,Ubisoft,Party/Minigame,Raving Rabbids: Alive & Kicking,Xbox 360,Ubisoft,"Nov 8, 2011","Nov 22, 2011",4.0,6.3
58,MonkeyPaw Games,"2D, Platformer, Action",BurgerTime World Tour,"PlayStation 3,Wii,Xbox 360",MonkeyPaw Games,"Nov 2, 2011","Nov 22, 2011",5.0,5.7
59,Telltale Games,Adventure,Jurassic Park: The Game,"iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,Xbox 360","Telltale Games, Kalypso","Nov 15, 2011","Nov 21, 2011",6.5,6.7
60,Telltale Games,Adventure,Jurassic Park: The Game,"iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,Xbox 360","Telltale Games, Kalypso","Nov 15, 2011","Nov 21, 2011",6.0,6.7
61,Griptonite Games,"Action, 2D, Platformer",Shinobi (2011),3DS,Sega,"Nov 15, 2011","Nov 21, 2011",7.5,7.3
62,"Edmund McMillen, Florian Himsl","Roguelike, 3D, Action, Adventure",The Binding of Isaac,"Macintosh,PC","Edmund McMillen, Merge Games","Sep 28, 2011","Nov 21, 2011",8.0,7.8
63,"Gearbox Software, WayForward","2D, Platformer, Action",Aliens: Infestation,DS,Sega,"Oct 11, 2011","Nov 17, 2011",8.0,7.5
64,Ubisoft,Adventure,NCIS,"3DS,PC,PlayStation 3,Wii,Xbox 360",Ubisoft,"Nov 1, 2011","Nov 17, 2011",2.0,4.9
65,"Firebrand Games, Black Box","Simulation, Driving/Racing",Need for Speed: The Run,"3DS,PC,PlayStation 3,Wii,Xbox 360",Electronic Arts,"Nov 15, 2011","Nov 16, 2011",7.0,7.2
66,"Firebrand Games, Black Box","Simulation, Driving/Racing",Need for Speed: The Run,"3DS,PC,PlayStation 3,Wii,Xbox 360",Electronic Arts,"Nov 15, 2011","Nov 16, 2011",7.0,7.2
67,"Westlake Interactive, Gearbox Software, Bungie Software, 343 Industries","Shooter, 3D, Action, First-Person",Halo: Combat Evolved,"Macintosh,PC,Xbox,Xbox 360","MacSoft, Microsoft Game Studios","Nov 15, 2001","Nov 16, 2011",8.0,9.1
68,Zombie Studios,"First-Person, Shooter, 3D, Action",Blackwater,Xbox 360,505 Games,"Oct 25, 2011","Nov 16, 2011",4.0,3.5
69,Nintendo,"Adventure, Action",The Legend of Zelda: Skyward Sword,Wii,Nintendo,"Nov 20, 2011","Nov 15, 2011",7.5,8.8
70,"Bethesda Game Studios, Bethesda Softworks",Role-Playing,The Elder Scrolls V: Skyrim,"Nintendo Switch,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Bethesda Softworks, Bethesda Game Studios, Square Enix","Nov 11, 2011","Nov 15, 2011",9.0,9.0
71,UBlart Montpellier,"2D, Platformer, Action",Rayman Origins,"3DS,Macintosh,PC,PlayStation 3,PlayStation Vita,Wii,Xbox 360","Ubisoft, Feral Interactive","Nov 15, 2011","Nov 15, 2011",8.5,8.6
72,UBlart Montpellier,"2D, Platformer, Action",Rayman Origins,"3DS,Macintosh,PC,PlayStation 3,PlayStation Vita,Wii,Xbox 360","Ubisoft, Feral Interactive","Nov 15, 2011","Nov 15, 2011",8.5,8.6
73,UBlart Montpellier,"2D, Platformer, Action",Rayman Origins,"3DS,Macintosh,PC,PlayStation 3,PlayStation Vita,Wii,Xbox 360","Ubisoft, Feral Interactive","Nov 15, 2011","Nov 15, 2011",8.5,8.6
74,"Deep Silver, Volition Inc.","Action, Adventure",Saints Row: The Third,"Linux,PC,PlayStation 3,Xbox 360","THQ, Deep Silver, CyberFront, Square Enix, Koch Media","Nov 15, 2011","Nov 15, 2011",8.5,8.3
75,Capcom,"Fighting, 2D, Action",Ultimate Marvel vs. Capcom 3,"PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One",Capcom,"Nov 15, 2011","Nov 14, 2011",8.0,8.0
76,Capcom,"Action, 2D, Fighting",Ultimate Marvel vs. Capcom 3,"PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One",Capcom,"Nov 15, 2011","Nov 14, 2011",8.0,8.0
77,Other Ocean Interactive,"Action, Platformer, 2D",The War of the Worlds,Xbox 360,Paramount Digital Entertainment,"Oct 26, 2011","Nov 14, 2011",4.5,6.4
78,Ubisoft Montreal,"Adventure, Action",Assassin's Creed: Revelations,"PC,PlayStation 3,Xbox 360",Ubisoft,"Nov 15, 2011","Nov 14, 2011",8.0,8.4
79,Ubisoft Montreal,"Action, Adventure",Assassin's Creed: Revelations,"PC,PlayStation 3,Xbox 360",Ubisoft,"Nov 15, 2011","Nov 14, 2011",8.0,8.4
80,"Volition Inc., Deep Silver","Action, Adventure",Saints Row: The Third,"Linux,PC,PlayStation 3,Xbox 360","Deep Silver, THQ, CyberFront, Square Enix, Koch Media","Nov 15, 2011","Nov 11, 2011",8.5,8.3
81,"Dimps Corporation, Sega, Sonic Team","Action, 3D, Platformer",Sonic Generations,"3DS,PC,PlayStation 3,Xbox 360",Sega,"Nov 1, 2011","Nov 11, 2011",8.0,8.5
82,"Sega, Dimps Corporation, Sonic Team","3D, Platformer, Action",Sonic Generations,"3DS,PC,PlayStation 3,Xbox 360",Sega,"Nov 1, 2011","Nov 11, 2011",8.0,8.5
83,MonkeyPaw Games,"Platformer, 2D, Action",BurgerTime World Tour,"PlayStation 3,Wii,Xbox 360",MonkeyPaw Games,"Nov 2, 2011","Nov 10, 2011",5.0,5.7
84,Q Games,"Action, 2D, Shoot-'Em-Up",PixelJunk SideScroller,PlayStation 3,"Q Games, SCE Australia, SCEA, SCEE","Oct 25, 2011","Nov 10, 2011",6.0,6.9
85,Ubisoft,Music/Rhythm,Rocksmith,"iOS (iPhone/iPad),PC,PlayStation 3,Xbox 360",Ubisoft,"Oct 18, 2011","Nov 10, 2011",8.0,8.6
86,Ubisoft Montpellier,Adventure,The Adventures of Tintin: The Game,"3DS,PC,PlayStation 3,Wii,Xbox 360",Ubisoft,"Dec 6, 2011","Nov 10, 2011",5.0,6.8
87,"Bethesda Game Studios, Bethesda Softworks",Role-Playing,The Elder Scrolls V: Skyrim,"Nintendo Switch,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Bethesda Softworks, Bethesda Game Studios, Square Enix","Nov 11, 2011","Nov 10, 2011",9.0,9.0
88,"Bethesda Game Studios, Bethesda Softworks",Role-Playing,The Elder Scrolls V: Skyrim,"Nintendo Switch,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Bethesda Softworks, Bethesda Game Studios, Square Enix","Nov 11, 2011","Nov 10, 2011",9.0,9.0
89,"Aspyr, Infinity Ward, Sledgehammer Games, Treyarch","Action, First-Person, Shooter, 3D",Call of Duty: Modern Warfare 3,"Macintosh,PC,PlayStation 3,Wii,Xbox 360","Aspyr, Square Enix, Activision","Nov 8, 2011","Nov 9, 2011 ",8.5,7.2
90,Nintendo,"Platformer, Action, 3D",Super Mario 3D Land,3DS,Nintendo,"Nov 13, 2011","Nov 9, 2011 ",8.0,8.6
91,Ubisoft Vancouver,Sports,MotionSports Adrenaline,"PlayStation 3,Xbox 360",Ubisoft,"Nov 1, 2011","Nov 8, 2011 ",2.5,3.8
92,"Aspyr, Infinity Ward, Sledgehammer Games, Treyarch","Action, First-Person, Shooter, 3D",Call of Duty: Modern Warfare 3,"Macintosh,PC,PlayStation 3,Wii,Xbox 360","Aspyr, Activision, Square Enix","Nov 8, 2011","Nov 8, 2011 ",8.5,7.2
93,Monte Cristo Multimedia,"Management, Strategy",Cities XL 2012,PC,"E-Frontier, Focus Home Interactive, QV Software","Oct 20, 2011","Nov 7, 2011 ",6.0,6.5
94,Trendy Entertainment,"Role-Playing, Action",Dungeon Defenders,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Trendy Entertainment, Reverb","Oct 18, 2011","Nov 7, 2011 ",6.5,8.0
95,Racjin,"Fighting, 3D, Action",Naruto Shippuden: Ultimate Ninja Impact,PSP,"Bandai Namco Games, Namco Bandai Games","Oct 18, 2011","Nov 4, 2011 ",5.5,8.1
96,"Feral Interactive, Rocksteady Studios, WB Games Montreal","Action, Adventure",Batman: Arkham City,"Macintosh,PC,PlayStation 3,Wii U,Xbox 360","Feral Interactive, Warner Bros. Interactive Entertainment","Oct 18, 2011","Nov 4, 2011 ",7.0,9.0
97,Trendy Entertainment,"Role-Playing, Action",Dungeon Defenders,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Trendy Entertainment, Reverb","Oct 18, 2011","Nov 4, 2011 ",6.5,8.0
98,Overkill Software,"First-Person, Shooter, 3D, Action",Payday: The Heist,"PC,PlayStation 3",Sony Online Entertainment,"Oct 18, 2011","Nov 2, 2011 ",7.5,7.1
99,Snowblind Studios,"Action, Role-Playing",The Lord of the Rings: War in the North,"Macintosh,PC,PlayStation 3,Xbox 360","Feral Interactive, Warner Bros. Interactive Entertainment","Nov 1, 2011","Nov 2, 2011 ",6.0,7.5
100,Snowblind Studios,"Action, Role-Playing",The Lord of the Rings: War in the North,"Macintosh,PC,PlayStation 3,Xbox 360","Feral Interactive, Warner Bros. Interactive Entertainment","Nov 1, 2011","Nov 2, 2011 ",6.0,7.5
101,Overkill Software,"Shooter, 3D, Action, First-Person",Payday: The Heist,"PC,PlayStation 3",Sony Online Entertainment,"Oct 18, 2011","Nov 2, 2011 ",7.5,7.1
102,Eurocom Entertainment Software,"First-Person, Shooter, 3D, Action",GoldenEye 007: Reloaded,"PlayStation 3,Xbox 360",Activision,"Nov 1, 2011","Nov 1, 2011 ",8.0,7.3
103,Eurocom Entertainment Software,"First-Person, Shooter, 3D, Action",GoldenEye 007: Reloaded,"PlayStation 3,Xbox 360",Activision,"Nov 1, 2011","Nov 1, 2011 ",8.0,7.3
104,Spike,"Fighting, Action, 3D",Dragon Ball Z: Ultimate Tenkaichi,"PlayStation 3,Xbox 360","Namco Bandai Games, Bandai Namco Games","Oct 25, 2011","Oct 28, 2011",4.0,6.8
105,Spike,"3D, Fighting, Action",Dragon Ball Z: Ultimate Tenkaichi,"PlayStation 3,Xbox 360","Namco Bandai Games, Bandai Namco Games","Oct 25, 2011","Oct 28, 2011",4.0,6.8
106,Neverland,"Action, Role-Playing",Rune Factory: Tides of Destiny,"PlayStation 3,Wii","Marvelous, Rising Star Games, Natsume","Oct 7, 2011","Oct 28, 2011",6.5,8.2
107,Ambrella,"Action, 2D, Beat-'Em-Up",Pokemon Rumble Blast,3DS,Nintendo,"Oct 24, 2011","Oct 28, 2011",4.5,7.6
108,Eurocom Entertainment Software,"Adventure, Action",Disney Universe,"Macintosh,PC,PlayStation 3,Wii,Xbox 360",Disney Interactive Studios,"Oct 25, 2011","Oct 28, 2011",4.5,6.5
109,Sucker Punch,"Action, Adventure",inFamous: Festival of Blood,PlayStation 3,"SCEA, SCEE, SCE Australia","Oct 25, 2011","Oct 28, 2011",7.0,8.1
110,Ubisoft Montpellier,Adventure,The Adventures of Tintin: The Game,"3DS,PC,PlayStation 3,Wii,Xbox 360",Ubisoft,"Dec 6, 2011","Oct 28, 2011",5.0,6.8
111,EA DICE,"Action, First-Person, Shooter, Tactical",Battlefield 3,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Oct 25, 2011","Oct 27, 2011",8.5,8.3
112,EA DICE,"First-Person, Shooter, Tactical, Action",Battlefield 3,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Oct 25, 2011","Oct 27, 2011",8.5,8.3
113,ValuSoft,"Adventure, Survival, 3D, Action",The Haunted: Hell's Reach,PC,THQ,"Oct 24, 2011","Oct 27, 2011",5.5,6.4
114,"Eidos Montreal, Nixxes Software","Action, Adventure",Deus Ex: Human Revolution,"Macintosh,PC,PlayStation 3,Xbox 360","Feral Interactive, Square Enix, Mastertronic","Aug 23, 2011","Oct 26, 2011",7.0,8.6
115,EA DICE,"Action, First-Person, Shooter, Tactical",Battlefield 3,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Oct 25, 2011","Oct 25, 2011",8.5,8.3
116,"Rare Ltd., BigPark",Sports,Kinect Sports: Season Two,Xbox 360,Microsoft Game Studios,"Oct 25, 2011","Oct 25, 2011",6.5,7.4
117,Level 5,Puzzle,Professor Layton and the Last Specter,DS,"Nintendo, Level 5","Oct 18, 2011","Oct 25, 2011",8.0,8.6
118,Naughty Dog,"Adventure, Action",Uncharted 3: Drake's Deception,"PlayStation 3,PlayStation 4","SCEA, SCE Australia, SCEI, SCEE, Sony Interactive Entertainment","Nov 1, 2011","Oct 24, 2011",9.0,9.0
119,HAL Labs,"2D, Platformer, Action",Kirby's Return to Dream Land,Wii,Nintendo,"Oct 24, 2011","Oct 24, 2011",7.5,8.5
120,Wargaming.net,"Shooter, Action, Tactical, Free-to-Play, Third-Person",World of Tanks,"PC,PlayStation 4,Xbox 360,Xbox One","Wargaming.net, Deep Silver, IGS Software Publishing, Microsoft Game Studios","Apr 12, 2011","Oct 24, 2011",8.0,8.1
121,Ubisoft,Music/Rhythm,Rocksmith,"iOS (iPhone/iPad),PC,PlayStation 3,Xbox 360",Ubisoft,"Oct 18, 2011","Oct 21, 2011",8.0,8.6
122,Cyanide,"Strategy, Real-Time",A Game of Thrones: Genesis,PC,Focus Home Interactive,"Sep 28, 2011","Oct 21, 2011",5.0,5.1
123,Tripwire Interactive,"Shooter, 3D, Action, First-Person",Red Orchestra 2: Heroes of Stalingrad,PC,"Zoo Corporation, Tripwire Interactive","Sep 13, 2011","Oct 21, 2011",7.5,7.1
124,Harmonix Music Systems,Music/Rhythm,Dance Central 2,Xbox 360,Microsoft Game Studios,"Oct 25, 2011","Oct 21, 2011",8.5,8.4
125,Sidhe Interactive,"Sports, Team-Based",Rugby Challenge,"PC,PlayStation 3,PlayStation Vita,Xbox 360","Home Entertainment Suppliers, Sidhe Interactive, HES Interactive, Alternative Software, Mad Catz","Oct 13, 2011","Oct 20, 2011",6.5,7.1
126,Sidhe Interactive,"Team-Based, Sports",Rugby Challenge,"PC,PlayStation 3,PlayStation Vita,Xbox 360","Sidhe Interactive, Home Entertainment Suppliers, HES Interactive, Alternative Software, Mad Catz","Oct 13, 2011","Oct 20, 2011",6.5,7.1
127,"Fuel Industries, Playbrains",Miscellaneous,Sideway: New York,"PC,PlayStation 3","Playbrains, Sony Online Entertainment","Oct 11, 2011","Oct 20, 2011",7.5,7.4
128,Ubisoft,Music/Rhythm,Just Dance 3,"PlayStation 3,Wii,Xbox 360","SCEA, Ubisoft","Oct 7, 2011","Oct 20, 2011",7.0,7.7
129,"Vicarious Visions, Toys for Bob","3D, Platformer, Action",Skylanders: Spyro's Adventure,"3DS,Macintosh,PC,PlayStation 3,Wii,Wii U,Xbox 360","Activision, Square Enix","Oct 16, 2011","Oct 20, 2011",7.5,6.6
130,Double Fine Productions,"Third-Person, Adventure, 3D",Sesame Street: Once Upon a Monster,Xbox 360,Warner Bros. Interactive Entertainment,"Oct 11, 2011","Oct 20, 2011",8.0,6.9
131,"Code Mystics Inc., Ratloop Asia Pte Ltd","2D, Action, Platformer",Rocketbirds: Hardboiled Chicken,"Linux,Macintosh,PC,PlayStation 3,PlayStation Vita",Ratloop Asia Pte Ltd,"Oct 18, 2011","Oct 19, 2011",6.0,7.0
132,Sports Interactive,"Soccer, Sports, Team-Based, Management",Football Manager 2012,"Macintosh,PC,PSP","Sega, Sega Europe","Oct 20, 2011","Oct 19, 2011",8.0,8.1
133,HandCircus,"Adventure, Action",Okabu,PlayStation 3,"SCEE, SCEA","Oct 18, 2011","Oct 18, 2011",7.0,6.3
134,Namco Bandai Games,Party/Minigame,Go Vacation,Wii,"Bandai Namco Games, Namco Bandai Games","Oct 11, 2011","Oct 18, 2011",6.5,7.3
